operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,estimated_trMiB_ssd_p,estimated_trMiB_beegfs_p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_ssd_12p,estimated_ts_slope_ssd_12p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p,estimated_trMiB_beegfs_12p,estimated_ts_slope_beegfs_12p
1,1,500.64645997223505,1.0317773818969727,48,48,0.227822518,[4],,,4.528864797714915,1,2161,run_tracksingle,103224-dc002,cloudid_20160802_001500.nc,2,run_idfeature,,,5347.915787800254,0.45484006247107817,37207.15759705148,7.786303465,1543.2473085032257,0.45484006247107817,6018.488827447642,0.2701653279921847
1,1,500.64645997223505,1.0317773818969727,48,48,0.227822518,[4],,,4.528864797714915,1,2161,run_tracksingle,103224-dc002,cloudid_20160801_111500.nc,2,run_idfeature,,,5347.915787800254,0.45484006247107817,37207.15759705148,7.786303465,1543.2473085032257,0.45484006247107817,6018.488827447642,0.2701653279921847
1,1,500.64645997223505,1.0317773818969727,48,48,0.227822518,[4],,,4.528864797714915,1,2161,run_tracksingle,103224-dc002,cloudid_20160802_191500.nc,2,run_idfeature,,,5347.915787800254,0.45484006247107817,37207.15759705148,7.786303465,1543.2473085032257,0.45484006247107817,6018.488827447642,0.2701653279921847
1,1,500.64645997223505,1.0317773818969727,48,48,0.227822518,[4],,,4.528864797714915,1,2161,run_tracksingle,103224-dc002,cloudid_20160801_011500.nc,2,run_idfeature,,,5347.915787800254,0.45484006247107817,37207.15759705148,7.786303465,1543.2473085032257,0.45484006247107817,6018.488827447642,0.2701653279921847
1,1,500.64645997223505,1.0317773818969727,48,48,0.227822518,[4],,,4.528864797714915,1,2161,run_tracksingle,103224-dc002,cloudid_20160801_091500.nc,2,run_idfeature,,,5347.915787800254,0.45484006247107817,37207.15759705148,7.786303465,1543.2473085032257,0.45484006247107817,6018.488827447642,0.2701653279921847
1,1,500.64645997223505,1.0317773818969727,48,48,0.227822518,[4],,,4.528864797714915,1,2161,run_tracksingle,103224-dc002,cloudid_20160801_003000.nc,2,run_idfeature,,,5347.915787800254,0.45484006247107817,37207.15759705148,7.786303465,1543.2473085032257,0.45484006247107817,6018.488827447642,0.2701653279921847
1,1,500.64645997223505,1.0317773818969727,48,48,0.227822518,[4],,,4.528864797714915,1,2161,run_tracksingle,103224-dc002,cloudid_20160802_221500.nc,2,run_idfeature,,,5347.915787800254,0.45484006247107817,37207.15759705148,7.786303465,1543.2473085032257,0.45484006247107817,6018.488827447642,0.2701653279921847
0,1,1299.6737588652481,0.17476463317871094,48,48,0.048326022,[4],,,3.616367040902124,1,141,run_tracksingle,103226-dc002,track_20160802_041500.nc,2,,,,1526.3239736376179,0.089737552,2257.5812726943245,0.089737552,2769.4857801589305,0.089737552,6072.424090780354,0.089737552
1,1,574.374613,0.5307855606079102,48,48,0.050219462,[4],,,10.569319930347126,1,969,run_tracksingle,103226-dc002,cloudid_20160802_031500.nc,2,run_idfeature,,,5572.358499371499,0.531640222,37351.003244813335,7.786303465,1595.289906785585,0.531640222,6023.4497573476565,0.2701653279921847
1,1,574.374613,0.5307855606079102,48,48,0.050219462,[4],,,10.569319930347126,1,969,run_tracksingle,103226-dc002,cloudid_20160802_041500.nc,2,run_idfeature,,,5572.358499371499,0.531640222,37351.003244813335,7.786303465,1595.289906785585,0.531640222,6023.4497573476565,0.2701653279921847
1,1,574.374613,0.5307855606079102,48,48,0.050219462,[4],,,10.569319930347126,1,969,run_tracksingle,103226-dc002,cloudid_20160801_221500.nc,2,run_idfeature,,,5572.358499371499,0.531640222,37351.003244813335,7.786303465,1595.289906785585,0.531640222,6023.4497573476565,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_003000.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_181500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_231500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_121500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_061500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160802_101500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_071500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160802_001500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_201500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
0,1,1280.8510638297873,0.17223358154296875,48,48,0.049821731,[4],,,3.4569971393199634,1,141,run_tracksingle,189217-dc003,track_20160801_071500.nc,2,,,,1525.471685711678,0.083610372,2256.2353244442643,0.083610372,2768.6512378810658,0.083610372,6071.152686069601,0.083610372
1,1,431.9685230024213,1.0208301544189453,48,48,0.277817997,[4],,,3.6744565342861693,1,2478,run_tracksingle,189217-dc003,cloudid_20160801_161500.nc,2,run_idfeature,,,5138.8363185951375,0.38330054479418885,37073.477954025155,7.786303465,1494.766902627885,0.38330054479418885,6013.849818009399,0.2701653279921847
1,1,600.8596491,0.5552606582641602,48,48,0.087525478,[4],,,6.343988869894091,1,969,run_tracksingle,103225-dc002,cloudid_20160802_211500.nc,2,run_idfeature,,,5652.988587808517,0.5592288011695906,37402.542343079585,7.786303465,1613.9860552295295,0.5592288011695906,6025.239509,0.2701653279921847
1,1,600.8596491,0.5552606582641602,48,48,0.087525478,[4],,,6.343988869894091,1,969,run_tracksingle,103225-dc002,cloudid_20160802_201500.nc,2,run_idfeature,,,5652.988587808517,0.5592288011695906,37402.542343079585,7.786303465,1613.9860552295295,0.5592288011695906,6025.239509,0.2701653279921847
0,1,1290.099290780142,0.1734771728515625,48,48,0.040828137,[4],,,4.248961270301471,1,141,run_tracksingle,103225-dc002,track_20160802_211500.nc,2,,,,1525.8904436074677,0.086620863,2256.8966343606467,0.086620863,2769.061276739519,0.086620863,6071.777370222887,0.086620863
1,1,600.8596491,0.5552606582641602,48,48,0.087525478,[4],,,6.343988869894091,1,969,run_tracksingle,103225-dc002,cloudid_20160802_141500.nc,2,run_idfeature,,,5652.988587808517,0.5592288011695906,37402.542343079585,7.786303465,1613.9860552295295,0.5592288011695906,6025.239509,0.2701653279921847
1,1,569.9961439588689,0.8458271026611328,48,48,0.092559916,[4],,,9.138157630362723,1,1556,run_tracksingle,103220-dc002,cloudid_20160801_151500.nc,2,run_idfeature,,,5559.035920387499,0.5270793166238217,37342.27383599658,7.786303465,1592.2008300296015,0.5270793166238217,6023.165831554681,0.2701653279921847
0,1,1285.3333333333333,0.1728363037109375,48,48,0.015405568,[4],,,11.219080251434903,1,141,run_tracksingle,103220-dc002,track_20160801_151500.nc,2,,,,1525.6746419924596,0.085069444,2256.555836612327,0.085069444,2768.849968370746,0.085069444,6071.455447100949,0.085069444
1,1,569.9961439588689,0.8458271026611328,48,48,0.092559916,[4],,,9.138157630362723,1,1556,run_tracksingle,103220-dc002,cloudid_20160802_051500.nc,2,run_idfeature,,,5559.035920387499,0.5270793166238217,37342.27383599658,7.786303465,1592.2008300296015,0.5270793166238217,6023.165831554681,0.2701653279921847
1,1,569.9961439588689,0.8458271026611328,48,48,0.092559916,[4],,,9.138157630362723,1,1556,run_tracksingle,103220-dc002,cloudid_20160801_141500.nc,2,run_idfeature,,,5559.035920387499,0.5270793166238217,37342.27383599658,7.786303465,1592.2008300296015,0.5270793166238217,6023.165831554681,0.2701653279921847
1,1,528.6011834319527,0.8519515991210938,48,48,0.074796915,[4],,,11.390197030467014,1,1690,run_tracksingle,103219-dc002,cloudid_20160802_171500.nc,2,run_idfeature,,,5433.015579869795,0.4839595660749507,37261.69139263138,7.786303465,1562.9798050604695,0.4839595660749507,6020.3701902137545,0.2701653279921847
1,1,528.6011834319527,0.8519515991210938,48,48,0.074796915,[4],,,11.390197030467014,1,1690,run_tracksingle,103219-dc002,cloudid_20160802_191500.nc,2,run_idfeature,,,5433.015579869795,0.4839595660749507,37261.69139263138,7.786303465,1562.9798050604695,0.4839595660749507,6020.3701902137545,0.2701653279921847
1,1,528.6011834319527,0.8519515991210938,48,48,0.074796915,[4],,,11.390197030467014,1,1690,run_tracksingle,103219-dc002,cloudid_20160802_091500.nc,2,run_idfeature,,,5433.015579869795,0.4839595660749507,37261.69139263138,7.786303465,1562.9798050604695,0.4839595660749507,6020.3701902137545,0.2701653279921847
1,1,528.6011834319527,0.8519515991210938,48,48,0.074796915,[4],,,11.390197030467014,1,1690,run_tracksingle,103219-dc002,cloudid_20160802_201500.nc,2,run_idfeature,,,5433.015579869795,0.4839595660749507,37261.69139263138,7.786303465,1562.9798050604695,0.4839595660749507,6020.3701902137545,0.2701653279921847
1,1,528.6011834319527,0.8519515991210938,48,48,0.074796915,[4],,,11.390197030467014,1,1690,run_tracksingle,103219-dc002,cloudid_20160801_151500.nc,2,run_idfeature,,,5433.015579869795,0.4839595660749507,37261.69139263138,7.786303465,1562.9798050604695,0.4839595660749507,6020.3701902137545,0.2701653279921847
0,1,1293.3971631205675,0.1739206314086914,48,48,0.017358819,[4],,,10.019151153583167,1,141,run_tracksingle,103219-dc002,track_20160802_201500.nc,2,,,,1526.0397706178528,0.087694389,2257.1324542311354,0.087694389,2769.207494583983,0.087694389,6072.0001295260145,0.087694389
1,1,528.6011834319527,0.8519515991210938,48,48,0.074796915,[4],,,11.390197030467014,1,1690,run_tracksingle,103219-dc002,cloudid_20160801_041500.nc,2,run_idfeature,,,5433.015579869795,0.4839595660749507,37261.69139263138,7.786303465,1562.9798050604695,0.4839595660749507,6020.3701902137545,0.2701653279921847
1,1,532.2285375962108,0.8572902679443359,48,48,0.274479219,[4],,,3.1233339670218747,1,1689,run_tracksingle,103218-dc002,cloudid_20160802_081500.nc,2,run_idfeature,,,5444.058610062932,0.4877380599960529,37268.74881529467,7.786303465,1565.5404147280406,0.4877380599960529,6020.615386538648,0.2701653279921847
1,1,532.2285375962108,0.8572902679443359,48,48,0.274479219,[4],,,3.1233339670218747,1,1689,run_tracksingle,103218-dc002,cloudid_20160802_041500.nc,2,run_idfeature,,,5444.058610062932,0.4877380599960529,37268.74881529467,7.786303465,1565.5404147280406,0.4877380599960529,6020.615386538648,0.2701653279921847
1,1,532.2285375962108,0.8572902679443359,48,48,0.274479219,[4],,,3.1233339670218747,1,1689,run_tracksingle,103218-dc002,cloudid_20160802_051500.nc,2,run_idfeature,,,5444.058610062932,0.4877380599960529,37268.74881529467,7.786303465,1565.5404147280406,0.4877380599960529,6020.615386538648,0.2701653279921847
1,1,532.2285375962108,0.8572902679443359,48,48,0.274479219,[4],,,3.1233339670218747,1,1689,run_tracksingle,103218-dc002,cloudid_20160801_201500.nc,2,run_idfeature,,,5444.058610062932,0.4877380599960529,37268.74881529467,7.786303465,1565.5404147280406,0.4877380599960529,6020.615386538648,0.2701653279921847
0,1,1294.1347517730496,0.17401981353759766,48,48,0.011436305,[4],,,15.216436911886982,1,141,run_tracksingle,103218-dc002,track_20160802_061500.nc,2,,,,1526.073168486842,0.08793449,2257.1851967398043,0.08793449,2769.240197069627,0.08793449,6072.049950961553,0.08793449
1,1,532.2285375962108,0.8572902679443359,48,48,0.274479219,[4],,,3.1233339670218747,1,1689,run_tracksingle,103218-dc002,cloudid_20160801_161500.nc,2,run_idfeature,,,5444.058610062932,0.4877380599960529,37268.74881529467,7.786303465,1565.5404147280406,0.4877380599960529,6020.615386538648,0.2701653279921847
1,1,532.2285375962108,0.8572902679443359,48,48,0.274479219,[4],,,3.1233339670218747,1,1689,run_tracksingle,103218-dc002,cloudid_20160802_061500.nc,2,run_idfeature,,,5444.058610062932,0.4877380599960529,37268.74881529467,7.786303465,1565.5404147280406,0.4877380599960529,6020.615386538648,0.2701653279921847
1,1,556.5627413127413,0.5498876571655273,48,48,0.078040324,[4],,,7.046199054293104,1,1036,run_tracksingle,187866-dc001,cloudid_20160801_031500.nc,2,run_idfeature,,,5518.1334682315955,0.5130861888674388,37316.31857128511,7.786303465,1582.7164578781799,0.5130861888674388,6022.247435396024,0.2701653279921847
1,1,556.5627413127413,0.5498876571655273,48,48,0.078040324,[4],,,7.046199054293104,1,1036,run_tracksingle,187866-dc001,cloudid_20160802_161500.nc,2,run_idfeature,,,5518.1334682315955,0.5130861888674388,37316.31857128511,7.786303465,1582.7164578781799,0.5130861888674388,6022.247435396024,0.2701653279921847
1,1,556.5627413127413,0.5498876571655273,48,48,0.078040324,[4],,,7.046199054293104,1,1036,run_tracksingle,187866-dc001,cloudid_20160801_201500.nc,2,run_idfeature,,,5518.1334682315955,0.5130861888674388,37316.31857128511,7.786303465,1582.7164578781799,0.5130861888674388,6022.247435396024,0.2701653279921847
1,1,556.5627413127413,0.5498876571655273,48,48,0.078040324,[4],,,7.046199054293104,1,1036,run_tracksingle,187866-dc001,cloudid_20160802_151500.nc,2,run_idfeature,,,5518.1334682315955,0.5130861888674388,37316.31857128511,7.786303465,1582.7164578781799,0.5130861888674388,6022.247435396024,0.2701653279921847
0,1,1297.4609929078015,0.1744670867919922,48,48,0.017434642,[4],,,10.006921093762188,1,141,run_tracksingle,187866-dc001,track_20160802_161500.nc,2,,,,1526.2237800306498,0.08901725,2257.423045168319,0.08901725,2769.387673,0.08901725,6072.274626,0.08901725
0,1,1303.241134751773,0.17524433135986328,48,48,0.011499763,[4],,,15.238951564468179,1,141,run_tracksingle,168695-dc004,track_20160801_181500.nc,2,,,,1526.4855037155185,0.090898807,2257.836363866058,0.090898807,2769.6439469885336,0.090898807,6072.665054069544,0.090898807
1,1,566.3372620126927,0.5957317352294922,48,48,0.196740272,[4],,,3.028011139628252,1,1103,run_tracksingle,168695-dc004,cloudid_20160802_081500.nc,2,run_idfeature,,,5547.8914825171105,0.5232679812632216,37335.315384503054,7.786303465,1589.6166266648484,0.5232679812632216,6022.909336918525,0.2701653279921847
1,1,566.3372620126927,0.5957317352294922,48,48,0.196740272,[4],,,3.028011139628252,1,1103,run_tracksingle,168695-dc004,cloudid_20160801_171500.nc,2,run_idfeature,,,5547.8914825171105,0.5232679812632216,37335.315384503054,7.786303465,1589.6166266648484,0.5232679812632216,6022.909336918525,0.2701653279921847
1,1,566.3372620126927,0.5957317352294922,48,48,0.196740272,[4],,,3.028011139628252,1,1103,run_tracksingle,168695-dc004,cloudid_20160802_161500.nc,2,run_idfeature,,,5547.8914825171105,0.5232679812632216,37335.315384503054,7.786303465,1589.6166266648484,0.5232679812632216,6022.909336918525,0.2701653279921847
1,1,566.3372620126927,0.5957317352294922,48,48,0.196740272,[4],,,3.028011139628252,1,1103,run_tracksingle,168695-dc004,cloudid_20160801_011500.nc,2,run_idfeature,,,5547.8914825171105,0.5232679812632216,37335.315384503054,7.786303465,1589.6166266648484,0.5232679812632216,6022.909336918525,0.2701653279921847
1,1,566.3372620126927,0.5957317352294922,48,48,0.196740272,[4],,,3.028011139628252,1,1103,run_tracksingle,168695-dc004,cloudid_20160801_181500.nc,2,run_idfeature,,,5547.8914825171105,0.5232679812632216,37335.315384503054,7.786303465,1589.6166266648484,0.5232679812632216,6022.909336918525,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_051500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_091500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_221500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_141500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_111500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_011500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_201500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_091500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_211500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_021500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_121500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_081500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_071500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_011500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_041500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_191500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_131500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_031500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
0,1,1286.7659574468084,0.17302894592285156,48,48,0.040091636,[4],,,4.315836498237477,1,141,run_tracksingle,187864-dc001,track_20160802_021500.nc,2,,,,1525.7395109303043,0.085535793,2256.6582787926254,0.085535793,2768.913486660169,0.085535793,6071.552215658437,0.085535793
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_211500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_121500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_161500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_021500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_131500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_061500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_111500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_181500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_101500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160802_031500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_171500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_003000.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,428.9303833145434,2.902688980102539,48,48,0.710219667,[4],,,4.087029851431217,1,7096,run_tracksingle,187864-dc001,cloudid_20160801_231500.nc,2,run_idfeature,,,5129.628898988627,0.3801358159526494,37066.33116141464,7.786303465,1492.632540907694,0.3801358159526494,6013.715114722825,0.2701653279921847
1,1,490.87138429752065,1.8126049041748047,48,48,0.293591467,[4],,,6.173901859943378,1,3872,run_tracksingle,103222-dc002,cloudid_20160802_061500.nc,2,run_idfeature,,,5318.174411375997,0.444657692,37187.61814328075,7.786303465,1536.351266963628,0.444657692,6017.8578565624985,0.2701653279921847
1,1,490.87138429752065,1.8126049041748047,48,48,0.293591467,[4],,,6.173901859943378,1,3872,run_tracksingle,103222-dc002,cloudid_20160801_031500.nc,2,run_idfeature,,,5318.174411375997,0.444657692,37187.61814328075,7.786303465,1536.351266963628,0.444657692,6017.8578565624985,0.2701653279921847
