operation,randomOffset,transferSize,aggregateFilesizeMB,numTasks,parallelism,totalTime,numNodesList,numNodes,tasksPerNode,trMiB,storageType,opCount,taskName,taskPID,fileName,stageOrder,prevTask,estimated_trMiB_ssd_p,estimated_trMiB_beegfs_p,estimated_trMiB_ssd_12p,estimated_ts_slope_ssd_12p,estimated_trMiB_beegfs_12p,estimated_ts_slope_beegfs_12p,estimated_trMiB_ssd_1p,estimated_ts_slope_ssd_1p,estimated_trMiB_beegfs_1p,estimated_ts_slope_beegfs_1p
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_061500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_061500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160801_121500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_051500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_161500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_101500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_031500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160802_101500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_101500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,track_20160802_221500.nc,2,run_tracksingle,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
1,1,563.8120332835502,5.040334701538086,48,48,1.772458597,[4],4,12,2.843696721643697,1,9374,run_gettracks,190069-dc001,cloudid_20160801_211500.nc,2,initial_data,,,42561.52428,0.5206375346703649,6813.945997416415,0.5206375346703649,,,,
0,1,150.79141935483872,2.2289915084838867,1,1,0.156316556,[4],1,1,14.259471712541355,1,15500,run_identifymcs,194282-dc001,mcs_tracks_20160801.0000_20160802.2300.nc,4,,,,,,,,524.4931455730951,0.090407728,756.6275491621433,0.090407728
1,1,2679.548512,1.975337028503418,1,1,0.054553822,[4],1,1,36.20895761443475,1,773,run_identifymcs,194282-dc001,trackstats_sparse_20160801.0000_20160802.2300.nc,4,trackstats,,,,,,,9406.212877770158,0.5389155313443293,1579.5376710458545,0.5389155313443293
0,1,5247.358544484664,26.26741886138916,48,48,0.125584164,[4],4,12,209.16187220380078,1,5249,run_idfeature,185762-dc001,cloudid_20160801_111500.nc,0,,,,4046.210638780827,0.001102327,11752.969195791244,0.001102327,,,,
